,AC_Voltage,Distorted AC_Voltage,AC_Current,DC_Voltage,DC_Current,Time
71,-178.76828483025278,5.4358266339922015,13.451496482700968,142.0,9.296298472233756,2020-10-22 15:51:59.443297
72,-182.0211941369991,4.8887536224374895,12.43126742979853,144.0,9.443796261562548,2020-10-22 15:51:59.443497
73,-185.01544136689154,4.3668731676655455,11.393372865654042,146.0,9.436899421511196,2020-10-22 15:51:59.443697
74,-187.74677153077482,3.868728079541069,10.339287695235512,148.0,9.862342681825472,2020-10-22 15:51:59.443897
75,-190.2113032590307,3.392657308323697,9.270509831248438,150.0,9.476641468757423,2020-10-22 15:51:59.444097
76,-192.40553431721713,2.9368117659068016,8.188558065519763,152.0,9.432223950229845,2020-10-22 15:51:59.444297
77,-194.32634658293478,2.4991713044968664,7.094969910711751,154.0,9.920020383350998,2020-10-22 15:51:59.444497
78,-195.97101047684936,2.077562747060192,5.991299415432225,156.0,9.825229320899219,2020-10-22 15:51:59.444697
79,-197.33718884157358,1.6696788577744153,4.8791149558465134,158.0,9.930960900271307,2020-10-22 15:51:59.444897
80,-198.42294026289557,1.2730981352805828,3.759997006929136,160.0,9.367893906816743,2020-10-22 15:51:59.445097
81,-199.2267218286345,0.8853053067695393,2.635535896522308,162.0,9.80013065122989,2020-10-22 15:51:59.445297
82,-199.74739132120348,0.5037123968809389,1.5073295453930897,164.0,9.314716468216222,2020-10-22 15:51:59.445497
83,-199.98420884076322,0.12568024206720574,0.3769811965005851,166.0,9.06080598616274,2020-10-22 15:51:59.445697
84,-199.93683785666,-0.25145968150242537,-0.7539028633001138,168.0,9.502571099399187,2020-10-22 15:51:59.445897
85,-199.6053456856543,-0.6303832502363587,-1.8837155858794004,170.0,9.131656470174104,2020-10-22 15:51:59.446097
86,-198.99020339626003,-1.0137516403923748,-3.0108514455364417,172.0,9.991172532565122,2020-10-22 15:51:59.446297
87,-198.09228513933027,-1.4041893653658821,-4.13370872053912,174.0,9.783001407595007,2020-10-22 15:51:59.446497
88,-196.9128669058411,-1.8042625375131114,-5.250691769258283,176.0,9.493407632320437,2020-10-22 15:51:59.446697
89,-195.45362471363873,-2.2164574877287926,-6.360213297661624,178.0,9.645597264509172,2020-10-22 15:51:59.446897
90,-193.71663222572627,-2.643159873928483,-7.460696614945625,180.0,9.735412364386173,2020-10-22 15:51:59.447097
91,-191.70435780347518,-3.0866344067565894,-8.550577874099274,182.0,9.062204824614374,2020-10-22 15:51:59.447297
92,-189.41966099894893,-3.5490053172702254,-9.628308294216271,184.0,9.492920758434405,2020-10-22 15:51:59.447497
93,-186.86578849132246,-4.032237687054997,-10.692356361397504,186.0,9.363615674052976,2020-10-22 15:51:59.447697
94,-184.0463694731741,-4.538119756237,-11.741210005116065,188.0,9.749343076660393,2020-10-22 15:51:59.447897
95,-180.965410493204,-5.068246319194282,-12.773378746952169,190.0,9.982355144806274,2020-10-22 15:51:59.448097
96,-177.62728976270895,-5.624003311472787,-13.78739581864462,192.0,9.198973590563089,2020-10-22 15:51:59.448297
97,-174.03675093390515,-6.206553684512221,-14.781820246448742,194.0,9.698986914046191,2020-10-22 15:51:59.448497
98,-170.19889635893847,-6.816824657326228,-15.755238898838861,196.0,9.577216858277053,2020-10-22 15:51:59.448697
99,-166.11917983916248,-7.455496426301057,-16.706268494645638,198.0,9.029524350892519,2020-10-22 15:51:59.448897
100,-161.8033988749895,-8.122992405822655,-17.63355756877419,200.0,9.888200206598333,2020-10-22 15:51:59.449097
101,-157.25768642732388,-8.819471063563277,-18.535788392710014,202.0,9.677779473499202,2020-10-22 15:51:59.449297
102,-152.4885022022895,-9.544819405004649,-19.41167884708333,204.00000000000003,9.81723429177716,2020-10-22 15:51:59.449497
103,-147.50262347163482,-10.298648152198998,-20.259984243630722,206.00000000000003,9.000882288949047,2020-10-22 15:51:59.449697
104,-142.30713544185716,-11.080288651927303,-21.079499093965463,207.99999999999997,9.540707057741226,2020-10-22 15:51:59.449897
105,-136.90942118573778,-11.888791538359625,-21.86905882264234,210.0,9.560795558068769,2020-10-22 15:51:59.450097
106,-131.31715115059131,-12.722927165116593,-22.627541422083105,212.0,9.827288205630195,2020-10-22 15:51:59.450297
107,-125.53827225814021,-13.581187811328757,-23.353869047010694,214.0,9.57177587836961,2020-10-22 15:51:59.450497
108,-119.58099661150383,-14.461791655952533,-24.047009546126294,216.0,9.425236841409479,2020-10-22 15:51:59.450697
109,-113.45378982535144,-15.362688504286684,-24.70597792885281,218.0,9.985355033828172,2020-10-22 15:51:59.450897
110,-107.16535899579942,-16.281567240400243,-25.329837765060443,220.0,9.179763814557903,2020-10-22 15:51:59.451097
111,-100.7246403271522,-17.2158649690898,-25.917702515785056,222.00000000000003,9.636205631556681,2020-10-22 15:51:59.451297
112,-94.14078643306667,-18.162777801090456,-26.46873679304859,223.99999999999997,9.144450376062816,2020-10-22 15:51:59.451497
113,-87.42315333018668,-19.11927322562493,-26.982157546991125,225.99999999999997,9.708359786753812,2020-10-22 15:51:59.451697
114,-80.58128714273258,-20.082104005045785,-27.457235178627528,228.0,9.452283180296016,2020-10-22 15:51:59.451897
115,-73.62491053693574,-21.047823517360637,-27.893294576647534,230.0,9.187416785722961,2020-10-22 15:51:59.452097
116,-66.56390890459741,-22.01280246387892,-28.28971607678593,232.0,9.536714986779696,2020-10-22 15:51:59.452297
117,-59.408316315407006,-22.973246851131723,-28.64593634239929,234.0,9.594300155649774,2020-10-22 15:51:59.452497
118,-52.16830125797952,-23.925217148640595,-28.961449164998214,236.0,9.31793377199593,2020-10-22 15:51:59.452697
119,-44.85415218987631,-24.86464851708798,-29.235806183597315,238.00000000000003,9.846240628677029,2020-10-22 15:51:59.452897
120,-37.476262917144936,-25.78737199501388,-29.46861752186066,239.99999999999997,9.076317621233805,2020-10-22 15:51:59.453097
121,-30.045117824151536,-26.689136526367058,-29.659552342137417,241.99999999999997,9.311362748528069,2020-10-22 15:51:59.453297
122,-22.5712769746964,-27.565631706106434,-29.80833931560025,244.0,9.078428327548927,2020-10-22 15:51:59.453497
123,-15.06536110558672,-28.41251111661083,-29.914767007818416,246.0,9.48981902307976,2020-10-22 15:51:59.453697
124,-7.538036533987021,-29.225416123938338,-29.978684179217677,248.0,9.635121034906534,2020-10-22 15:51:59.453897
125,-4.898587196589413e-14,-29.999999999999996,-30.0,250.0,9.181627398669246,2020-10-22 15:51:59.454097
126,7.538036533986745,-30.731952234496994,-29.97868417921768,252.0,9.000247485749817,2020-10-22 15:51:59.454297
127,15.065361105586444,-31.41702289902598,-29.91476700781842,254.00000000000003,9.608972121837098,2020-10-22 15:51:59.454497
128,22.571276974696303,-32.051046925094056,-29.80833931560025,256.0,9.54647099354612,2020-10-22 15:51:59.454697
129,30.045117824151262,-32.629968157907754,-29.65955234213742,258.0,9.841138927459285,2020-10-22 15:51:59.454897
130,37.476262917144844,-33.14986304870743,-29.46861752186066,260.0,9.342199276950199,2020-10-22 15:51:59.455097
131,44.85415218987622,-33.606963850106645,-29.235806183597315,262.0,9.137961592940046,2020-10-22 15:51:59.455297
132,52.16830125797925,-33.997681181355816,-28.96144916499822,264.0,9.694537075843872,2020-10-22 15:51:59.455497
133,59.408316315406736,-34.31862583366684,-28.6459363423993,266.0,9.820393266155207,2020-10-22 15:51:59.455697
134,66.56390890459733,-34.56662968969294,-28.289716076785933,268.0,9.464546441968125,2020-10-22 15:51:59.455897
135,73.62491053693547,-34.73876563593443,-27.89329457664755,270.0,9.19182010978041,2020-10-22 15:51:59.456097
136,80.58128714273232,-34.83236635220926,-27.45723517862754,272.0,9.094777246524808,2020-10-22 15:51:59.456297
137,87.42315333018642,-34.84504186835732,-26.982157546991143,274.0,9.89889529951474,2020-10-22 15:51:59.456497
138,94.14078643306641,-34.77469578500673,-26.468736793048606,276.0,9.093175374198209,2020-10-22 15:51:59.456697
139,100.72464032715199,-34.61954006248032,-25.917702515785074,278.0,9.766180564694043,2020-10-22 15:51:59.456897
140,107.1653589957992,-34.37810828972066,-25.329837765060464,280.0,9.80208075244595,2020-10-22 15:51:59.457097
141,113.45378982535121,-34.04926735341895,-24.705977928852832,282.0,9.350432854739527,2020-10-22 15:51:59.457297
142,119.58099661150374,-33.632227436300056,-24.047009546126297,284.0,9.706253073149231,2020-10-22 15:51:59.457497
143,125.53827225813998,-33.12655028269265,-23.35386904701072,286.0,9.1171385951744,2020-10-22 15:51:59.457697
144,131.31715115059123,-32.53215567904963,-22.62754142208312,288.0,9.649239047839373,2020-10-22 15:51:59.457897
145,136.90942118573773,-31.849326106925062,-21.869058822642348,290.0,9.337368493615164,2020-10-22 15:51:59.458097
146,142.30713544185699,-31.07870953600365,-21.079499093965488,292.0,9.328925496328711,2020-10-22 15:51:59.458297
147,147.50262347163462,-30.221320335062487,-20.259984243630758,294.0,9.187440278038356,2020-10-22 15:51:59.458497
148,152.48850220228957,-29.27853828916201,-19.41167884708333,296.0,9.550858813916548,2020-10-22 15:51:59.458697
149,157.2576864273237,-28.252105721856786,-18.535788392710042,298.0,9.980690547515193,2020-10-22 15:51:59.458897
150,161.80339887498937,-27.144122731725766,-17.633557568774222,300.0,9.396035727738333,2020-10-22 15:51:59.459097
151,166.11917983916243,-25.957040562990244,-16.70626849464566,302.0,9.221627311430746,2020-10-22 15:51:59.459297
152,170.19889635893833,-24.693653140351522,-15.755238898838881,304.0,9.764034191711312,2020-10-22 15:51:59.459497
153,174.03675093390504,-23.357086808385308,-14.781820246448774,306.0,9.481561118605724,2020-10-22 15:51:59.459697
154,177.62728976270884,-21.950788325816504,-13.787395818644654,308.0,9.263693592139209,2020-10-22 15:51:59.459897
155,180.96541049320388,-20.47851117471009,-12.77337874695219,310.0,9.215949237134128,2020-10-22 15:51:59.460097
156,184.046369473174,-18.94430025399518,-11.7412100051161,312.0,9.028485589925772,2020-10-22 15:51:59.460297
157,186.8657884913223,-17.352475035740103,-10.692356361397565,314.0,9.599044443782834,2020-10-22 15:51:59.460497
158,189.4196609989488,-15.707611271162353,-9.628308294216295,316.0,9.60112027090884,2020-10-22 15:51:59.460697
159,191.70435780347518,-14.014521341441975,-8.550577874099284,318.0,9.51548862115047,2020-10-22 15:51:59.460897
160,193.7166322257262,-12.278233355962822,-7.46069661494566,320.0,9.444453412977602,2020-10-22 15:51:59.461097
161,195.45362471363862,-10.503969107594536,-6.360213297661673,322.0,9.984025829466118,2020-10-22 15:51:59.461297
162,196.91286690584104,-8.697121001003492,-5.250691769258306,324.0,9.577003967034514,2020-10-22 15:51:59.461497
163,198.0922851393302,-6.863228075712463,-4.133708720539184,326.0,9.069325042759965,2020-10-22 15:51:59.461697
164,198.99020339626003,-5.007951250680527,-3.010851445536453,328.0,9.57635882597591,2020-10-22 15:51:59.461897
165,199.6053456856543,-3.1370479215224822,-1.8837155858794246,330.0,9.141876998570533,2020-10-22 15:51:59.462097
166,199.93683785666,-1.256346045097843,-0.7539028633001381,332.0,9.529327099940248,2020-10-22 15:51:59.462297
167,199.98420884076322,0.6282821509339016,0.3769811965005474,334.0,9.70939603974779,2020-10-22 15:51:59.462497
168,199.7473913212035,2.5109466939052005,1.5073295453930655,336.0,9.95397894901746,2020-10-22 15:51:59.462697
169,199.2267218286345,4.385766486274992,2.6355358965222573,338.0,9.577330374560614,2020-10-22 15:51:59.462897
170,198.42294026289557,6.246895878577671,3.759997006929125,340.0,9.035757872822515,2020-10-22 15:51:59.463097
171,197.33718884157366,8.088551053918572,4.8791149558464895,342.0,9.280166121277112,2020-10-22 15:51:59.463297
172,195.9710104768494,9.90503608380422,5.9912994154322,344.0,9.546702118429952,2020-10-22 15:51:59.463497
173,194.32634658293483,11.690768516926578,7.094969910711715,346.0,9.068253592760163,2020-10-22 15:51:59.463697
174,192.40553431721725,13.440304365132647,8.188558065519715,348.0,9.127220797677946,2020-10-22 15:51:59.463897
175,190.21130325903073,15.148362354173141,9.270509831248415,350.0,9.48825975528791,2020-10-22 15:51:59.464097
176,187.74677153077474,16.80984731092996,10.339287695235514,352.0,9.981609556223253,2020-10-22 15:51:59.464297
177,185.0154413668917,18.419872563642503,11.393372865654019,354.0,9.704158285034001,2020-10-22 15:51:59.464497
178,182.02119413699916,19.973781237159518,12.431267429798494,356.0,9.82996909469496,2020-10-22 15:51:59.464697
179,178.7682848302528,21.4671663314097,13.451496482700946,358.0,9.74494341548486,2020-10-22 15:51:59.464897
180,175.26133600877284,22.89588947807156,14.452610223051423,360.0,9.723737856993164,2020-10-22 15:51:59.465097
181,171.50533123873046,24.25609827779472,15.433186013445189,362.0,9.386006606116727,2020-10-22 15:51:59.465297
182,167.50560800842842,25.544242128237222,16.391830402028052,364.0,9.665503753524733,2020-10-22 15:51:59.465497
183,163.26785014343693,26.757086461596657,17.327181102668018,366.0,9.927124294304605,2020-10-22 15:51:59.465697
184,158.79807972956706,27.891725319170874,18.237908930838138,368.0,9.032520182458251,2020-10-22 15:51:59.465897
185,154.10264855515817,28.945592199747537,19.122719692460656,370.0,9.770940816387021,2020-10-22 15:51:59.466097
186,149.1882290848366,29.916469128227604,19.98035602302752,372.0,9.468167546272166,2020-10-22 15:51:59.466297
187,144.06180497758137,30.80249390079004,20.809599174384147,374.0,9.649760198761383,2020-10-22 15:51:59.466497
188,138.73066116256106,31.602165473043087,21.609270746637193,376.0,9.70972110975201,2020-10-22 15:51:59.466697
189,133.20237348685052,32.31434746792553,22.378234362725443,378.0,9.25036789342539,2020-10-22 15:51:59.466897
190,127.48479794973795,32.938269790560554,23.115397283273662,380.0,9.103555024150811,2020-10-22 15:51:59.467097
191,121.58605953892146,33.47352834776778,23.819711959435036,382.0,9.702589587731445,2020-10-22 15:51:59.467297
192,115.5145406844537,33.920082880444156,24.490177521515502,384.0,9.412283444330768,2020-10-22 15:51:59.467497
193,109.2788693468538,34.278252927473424,25.12584120126424,386.0,9.1522766155515,2020-10-22 15:51:59.467697
194,102.88790675630138,34.5487119501591,25.725799685809562,388.0,9.631962350672552,2020-10-22 15:51:59.467897
195,96.35073482034325,34.732479656336054,26.289200401315895,390.0,9.331755067175013,2020-10-22 15:51:59.468097
196,89.67664321800642,34.83091257324668,26.815242724537903,392.0,9.773925154567875,2020-10-22 15:51:59.468297
197,82.87511619865722,34.84569292791091,27.303179120549856,394.0,9.848748094560742,2020-10-22 15:51:59.468497
198,75.9558191043604,34.778815903022235,27.75231620503374,396.0,9.9234061298931,2020-10-22 15:51:59.468697
199,68.92858463490337,34.63257534531067,28.162015729616215,398.0,9.905644981739513,2020-10-22 15:51:59.468897
200,61.803398874989554,34.40954801177934,28.531695488854606,400.0,9.411691948664052,2020-10-22 15:51:59.469097
201,54.59038710346522,34.112576447195536,28.86083014758257,402.0,9.896594234339872,2020-10-22 15:51:59.469297
202,47.29979940474523,33.74475059365511,29.14895198744021,404.0,9.52174448339402,2020-10-22 15:51:59.469497
203,39.94199610288181,33.30938823989944,29.3956515715274,406.0,9.831052452464938,2020-10-22 15:51:59.469697
204,32.52743303897689,32.810014424308136,29.60057832623604,408.00000000000006,9.029086535113068,2020-10-22 15:51:59.469897
205,25.06664671286078,32.25033991108289,29.763441039434333,410.00000000000006,9.669145472724956,2020-10-22 15:51:59.470097
206,17.570239310149034,31.634238864047955,29.884008274295173,412.00000000000006,9.442195863205505,2020-10-22 15:51:59.470297
207,10.048863635954069,30.96572584669269,29.962108698180526,413.99999999999994,9.901123740855887,2020-10-22 15:51:59.470497
208,2.513207976670794,30.248932280547884,29.997631326114483,415.99999999999994,9.920285542583807,2020-10-22 15:51:59.470697
209,-5.026019088667109,29.48808249670134,29.990525678499,417.99999999999994,9.878676318110566,2020-10-22 15:51:59.470897
210,-12.55810390586253,28.687469517205116,29.940801852848146,420.0,9.91865255609735,2020-10-22 15:51:59.471097
211,-20.072342970243074,27.85143070429494,29.848530509439005,422.0,9.292606425029822,2020-10-22 15:51:59.471297
212,-27.558058136927244,26.984323415726305,29.71384277089954,424.0,9.971666306973376,2020-10-22 15:51:59.471497
213,-35.00461179505508,26.090500804131004,29.536930035876164,426.0,9.832009987174489,2020-10-22 15:51:59.471697
214,-42.40142198441069,25.17428789711299,29.31804370704581,428.0,9.975697592079683,2020-10-22 15:51:59.471897
215,-49.73797743297061,24.239958092841825,29.057494833858946,430.0,9.336300111692658,2020-10-22 15:51:59.472097
216,-57.00385249399511,23.291710203178603,28.755653670521284,432.0,9.038591904188065,2020-10-22 15:51:59.472297
217,-64.18872196144167,22.333646172896305,28.41294914984234,434.0,9.046156316131304,2020-10-22 15:51:59.472497
218,-71.28237574264982,21.369749599355888,28.02986827369838,436.0,9.830538247733553,2020-10-22 15:51:59.472697
219,-78.27473336744039,20.40386517209705,27.606955420976114,438.0,9.283219365598981,2020-10-22 15:51:59.472897
220,-85.15585831301433,19.439679146222723,27.1448115739806,440.0,9.826958340970647,2020-10-22 15:51:59.473097
221,-91.9159721242976,18.480700957234493,26.644093464406335,442.00000000000006,9.15182225315505,2020-10-22 15:51:59.473297
222,-98.54546830965823,17.530246078149254,26.105512640085774,444.00000000000006,9.195600506879492,2020-10-22 15:51:59.473497
223,-105.03492599225896,16.591420212328142,25.52983445384077,446.00000000000006,9.929112938931286,2020-10-22 15:51:59.473697
224,-111.37512329763734,15.667104907529835,24.917876975874403,447.99999999999994,9.968039747514654,2020-10-22 15:51:59.473897
225,-117.55705045849427,14.759944668296939,24.27050983124846,449.99999999999994,9.74727647990638,2020-10-22 15:51:59.474097
226,-123.57192261806671,13.87233563495185,23.588652964098586,451.99999999999994,9.97400508243078,2020-10-22 15:51:59.474297
227,-129.41119231388888,13.006415888264748,22.87327533034343,454.0,9.818540512121256,2020-10-22 15:51:59.474497
228,-135.06656162420484,12.164057429313496,22.12539352074522,456.0,9.540451688371334,2020-10-22 15:51:59.474697
229,-140.5299939597697,11.346859874240417,21.346070316278578,458.0,9.613366614332522,2020-10-22 15:51:59.474897
230,-145.7937254842821,10.556145893577973,20.53641317786069,460.0,9.870682322545195,2020-10-22 15:51:59.475097
231,-150.8502761472205,9.79295841562222,19.697572672588738,462.0,9.660289507748585,2020-10-22 15:51:59.475297
232,-155.69246031340458,9.058059603039096,18.830740838721034,464.0,9.070650418388198,2020-10-22 15:51:59.475497
233,-160.31339697417513,8.351931601551833,17.9371494917256,466.0,9.68495605993551,2020-10-22 15:51:59.475697
234,-164.70651952568548,7.674779049236578,17.0180684738027,468.0,9.199594122366046,2020-10-22 15:51:59.475897
235,-168.86558510040294,7.026533324709716,16.074803849369918,470.0,9.470905578155266,2020-10-22 15:51:59.476097
236,-172.78468343856693,6.406858502377588,15.108696049072858,472.0,9.99969582160057,2020-10-22 15:51:59.476297
237,-176.4582452869905,5.8151589730018785,14.121117964960025,474.00000000000006,9.441005592779026,2020-10-22 15:51:59.476497
238,-179.88105031327416,5.250588678161808,13.113472999528005,476.00000000000006,9.283796279406875,2020-10-22 15:51:59.476697
239,-183.0482345241834,4.712061897828157,12.087193071409912,478.00000000000006,9.043192077168216,2020-10-22 15:51:59.476897
240,-185.95529717765027,4.198265521253452,11.043736580540338,479.99999999999994,9.993465348654913,2020-10-22 15:51:59.477097
241,-188.59810717857286,3.7076727227826014,9.984586335689615,481.99999999999994,9.987580158032557,2020-10-22 15:51:59.477297
242,-190.9729089493285,3.238557956043496,8.91124744731108,483.99999999999994,9.520168849363674,2020-10-22 15:51:59.477497
243,-193.07632776665469,2.7890131723393203,7.825245188696958,486.0,9.806659454986736,2020-10-22 15:51:59.477697
244,-194.9053745573154,2.356965161972112,6.7281228284814505,488.0,9.463709716226793,2020-10-22 15:51:59.477897
245,-196.4574501457377,1.9401939107249708,5.6214394375717704,490.0,9.291532979665702,2020-10-22 15:51:59.478097
246,-197.73034894758274,1.53635185785238,4.50676767362276,492.0,9.076477612317314,2020-10-22 15:51:59.478297
247,-198.7222621040017,1.1429839367106438,3.385691546204464,494.0,9.365265338561677,2020-10-22 15:51:59.478497
